gene	exprs	cell_type
ATXN2	979	teNK
SLC52A3	113.75	teNK
GEMIN2	135.75	hNK
HTRA1	9	teNK
SLC12A9	157.25	teNK
PBX1	20.75	hNK
SPACA6	18	hNK
DENND6B	59.25	hNK
DMAC1	114.25	teNK
RARS2	205.75	hNK
KCNA3	388.25	hNK
PIGV	202.5	teNK
KLHL2	601.25	teNK
ALPK3	7.75	hNK
WWC1	2.75	teNK
NAA30	1086.75	teNK
UBAC1	222.75	hNK
TUSC2	173	hNK
KBTBD7	467.5	teNK
IFNGR1	10148.5	hNK
RBBP5	588.25	hNK
TNFRSF1A	467.5	teNK
MIEF2	67.25	hNK
KIF21A	2.25	hNK
NXT1	160.75	hNK
UFD1	1009.75	teNK
PARP16	61	teNK
BUD13	250.5	hNK
SECISBP2L	2445.5	teNK
PLAGL2	566.5	hNK
RBMXL1	229.5	hNK
THRB	15	hNK
MFSD3	14.75	hNK
DUT	208.75	hNK
PYGL	76.75	hNK
ULK3	386.25	teNK
TRAPPC6A	70.5	hNK
VPS26C	351	teNK
NUP153	2716.5	hNK
FAM171A1	4	teNK
RAB11FIP3	119.25	hNK
UBA3	1147.5	teNK
FBXW2	1452.25	teNK
GAS2L3	46	hNK
TXNDC11	553	hNK
MARCKS	46.25	teNK
ZNF780A	399.5	teNK
TMEM203	96.5	teNK
ZFYVE27	661.5	teNK
RNU5A-3P	25	teNK
RNU5E-10P	25	teNK
RNU5E-5P	25	teNK
RNU5E-6P	25	teNK
RNU5E-8P	25	teNK
RNU5F-4P	25	teNK
JUP	212	hNK
BAG6	1865.25	teNK
CNPPD1	771.25	hNK
TGS1	823.25	hNK
SNORA19	6	teNK
C1orf216	31.25	hNK
PUS10	329.25	teNK
WRN	1332.5	teNK
CLIP2	420.25	teNK
KDM3A	2475.75	teNK
TCP1	1740.75	hNK
GTF2H2	415.25	teNK
GTF2H2C	415.25	teNK
ATF7	1313.5	teNK
TFIP11	919.75	teNK
STK38L	166.75	hNK
KDM1B	687.25	teNK
DYRK3	17.5	teNK
OASL	8	teNK
ZNF34	129.75	teNK
OSGEPL1	131.25	hNK
AMIGO2	28.5	teNK
APOE	38.75	teNK
OPN3	4.5	hNK
LRCH2	5	teNK
ZNF574	335.5	hNK
ISPD	4	teNK
LRCH3	3111	teNK
YARS2	129.75	hNK
BOLA1	79.75	hNK
KLHL9	2246.25	teNK
SUGT1	874.5	hNK
MDFIC	607.75	hNK
ABHD12	266.25	hNK
SHLD1	103.25	teNK
YEATS2	972.75	teNK
SLC24A3	18.25	teNK
DYNLT3	515.5	teNK
CD200R1	17.25	teNK
CD200R1L	17.25	teNK
TRIP10	100	hNK
FCER1G	2212	teNK
BTRC	316.25	hNK
DNMBP	415.25	teNK
STARD5	74	hNK
TGM1	4.75	teNK
COMMD9	73.75	hNK
RPF1	772.5	hNK
KLF9	315.25	hNK
UFC1	140	hNK
CLHC1	10.75	hNK
UBQLN2	1175.25	hNK
RAI2	4	teNK
ACAD11	170.25	hNK
TSPO	654	hNK
SCARNA13	1231.5	hNK
KDELR2	492.5	hNK
AMZ1	5.5	hNK
TMEM260	254.5	hNK
GLI1	6	teNK
MYO1C	595.5	teNK
BTBD6	86	hNK
DOCK1	4	teNK
GRHL1	29.75	teNK
WDR45	124.75	hNK
ADGRB2	187.5	teNK
RELA	702.75	hNK
HEY2	3	teNK
EDARADD	15.5	teNK
CORO1B	1150	teNK
ARL2	53.5	hNK
SIN3A	2013	hNK
FBXO17	47	teNK
CNIH3	2.75	teNK
GFPT1	1618.25	teNK
AFTPH	1329.25	hNK
CDC16	403.5	hNK
NAMPT	383.5	hNK
MAIP1	191	hNK
BOP1	359.75	hNK
ENTPD7	171.75	hNK
SEPT5	6.75	teNK
DNASE1L3	4.75	teNK
SYCP3	7	teNK
DESI1	283.25	hNK
SOGA1	3	teNK
ALDH16A1	194.25	hNK
KDM5A	4844.25	teNK
PCDHGA2	10	hNK
ESS2	375.5	hNK
FAM173A	391.75	teNK
MZT2A	20.75	hNK
MZT2B	20.75	hNK
LRRC8E	9.25	hNK
SNX27	1087.25	teNK
ETNK2	10.25	teNK
TICRR	111	teNK
PIP5K1A	684	teNK
MMRN2	3	teNK
SLC16A13	33.25	teNK
UTP6	677	hNK
SCLT1	450.25	teNK
UGT1A6	3.75	teNK
TSPAN18	8.75	teNK
CCDC170	2.25	hNK
CEP135	1121.75	teNK
GUSB	613	teNK
MYCBP	186.5	teNK
FZD3	10.75	teNK
NCOA5	674.75	teNK
LETM2	141	teNK
TTC38	203.25	teNK
SNORD72	22.75	hNK
FAM91A1	1621.25	teNK
ANP32B	2616.5	hNK
PRCC	626.25	teNK
COX16	51.25	hNK
KPNA2	327	teNK
RNF41	233	hNK
DEXI	141.5	hNK
GNGT2	22.5	hNK
RMDN1	154.5	teNK
S100A14	3.5	hNK
MMGT1	496	teNK
C8orf76	42	hNK
ZHX1-C8orf76	42	hNK
CHST15	29.75	teNK
CLK4	2576.25	teNK
TOR1AIP2	682.5	hNK
TADA2B	372.25	hNK
SFT2D1	321.5	teNK
PDZD8	3573.75	teNK
RNU1-67P	25.5	teNK
RNVU1-1	25.5	teNK
RNVU1-14	25.5	teNK
RNVU1-15	25.5	teNK
RNVU1-19	25.5	teNK
ETFA	600	teNK
UCK2	203	hNK
FAM219B	120.25	hNK
SLC20A1	1924.5	hNK
RNF5	201.5	hNK
H2AFY	1984	hNK
DECR1	331.5	teNK
INO80D	3419.5	teNK
RDH11	224.5	hNK
ZBTB33	1460	teNK
EPG5	816	hNK
NAP1L4	1741	teNK
CPSF4	223.5	hNK
NAP1L3	30.75	teNK
CEP295	1767.75	teNK
SLC35A1	207.25	hNK
UBQLN4	515.25	hNK
INTS12	372.75	hNK
INTS10	378.25	hNK
MUL1	142.25	hNK
SERINC4	16.75	teNK
SCP2	944.5	teNK
PIK3CA	2781.5	teNK
WASL	922	teNK
SMIM20	198.5	hNK
CCDC62	24.5	teNK
CDKAL1	555.75	teNK
FAM209A	27.25	teNK
FAM209B	27.25	teNK
SGMS1	23.75	teNK
GTF3C2	11.75	hNK
NBEAL1	1299.75	hNK
C6orf120	440.25	hNK
CHMP3	699.75	hNK
RNF103-CHMP3	699.75	hNK
GGH	152.5	hNK
PCDH19	3.5	teNK
PSME2	257.5	hNK
GPR182	3.25	teNK
VARS2	120.25	hNK
OGFOD1	288.25	hNK
TMEM184C	1074.5	teNK
ANKRD33B	4.75	teNK
ARL6IP4	264.75	hNK
SOCS4	1471.5	hNK
LCMT2	147.5	teNK
FZD7	10.25	hNK
AHI1	237	hNK
IPO13	244.25	hNK
TSPAN9	17.25	teNK
MDC1	1297.5	hNK
CCNB1IP1	3.25	hNK
ATG4A	331.5	teNK
TSPAN15	12.5	teNK
PGAP2	96.25	hNK
GNAI2	4968.5	teNK
ATP6V1G1	401.75	hNK
SYCP3	42.25	teNK
COX20	367.75	hNK
SLC7A8	12.5	hNK
PITPNB	724.5	hNK
TRNT1	571.75	hNK
WDR34	13.5	hNK
ZNF121	156.5	hNK
CSF2RB	6.75	teNK
CHST14	84.75	hNK
ERCC1	125	hNK
CHRAC1	177.75	hNK
SNORD73A	26	teNK
PABPN1	143.75	teNK
PHF2	1145.75	teNK
PDPR	616	hNK
PIMREG	16.75	teNK
ISY1	546.25	teNK
ISY1-RAB43	546.25	teNK
ZFYVE26	973.5	hNK
CSRNP3	6.5	teNK
TPD52L2	402.5	hNK
TMEM25	5	hNK
ABHD17A	229.5	hNK
CXCR2	3	teNK
ACAT2	67	hNK
NARF	432.75	teNK
RNPEP	135	teNK
TMEM86A	15.5	teNK
UBE3B	798.5	hNK
NOTCH2	3170	teNK
FAM160B1	1162.25	teNK
TRAPPC13	821.25	teNK
VWA3A	3.25	hNK
CACNA1A	80.75	hNK
RN7SKP219	4.25	hNK
TNFRSF13B	57.5	teNK
RBM4B	269.25	teNK
PTEN	4457	teNK
TMEM230	237.25	hNK
INAFM2	408.75	teNK
TIMM21	161.5	hNK
MCRIP2	10.25	hNK
KRBOX4	65	hNK
PRDM9	65	hNK
ZNF124	65	hNK
ZNF20	65	hNK
ZNF337	65	hNK
ZNF439	65	hNK
ZNF440	65	hNK
ZNF491	65	hNK
ZNF554	65	hNK
ZNF555	65	hNK
ZNF556	65	hNK
ZNF560	65	hNK
ZNF669	65	hNK
ZNF674	65	hNK
ZNF69	65	hNK
ZNF705A	65	hNK
ZNF705B	65	hNK
ZNF705D	65	hNK
ZNF705E	65	hNK
ZNF705G	65	hNK
ZNF749	65	hNK
ZNF763	65	hNK
ZNF891	65	hNK
TRAM2	194.5	hNK
DNAJC17	64.75	hNK
ZNF878	99.5	hNK
TLL2	3.75	teNK
PAFAH1B2	1433	teNK
MT-CO1	154136.5	teNK
MEF2A	4250.25	teNK
OAT	482	teNK
RMND5A	1823	hNK
PABPC1L	10.75	teNK
NUCB2	7.75	teNK
ORC5	617.25	teNK
ANKRD63	5.75	teNK
SECISBP2	846.5	teNK
POLR3C	1005.75	teNK
OCEL1	161.5	hNK
SCAMP2	448	hNK
ANGEL2	908.75	hNK
BFSP1	3.75	teNK
IKZF5	987.25	teNK
LRFN4	3	hNK
HSDL1	319.5	hNK
C8orf82	90.75	hNK
SYCE2	53.75	hNK
SLC35B2	316.5	teNK
INPP5B	1261.25	teNK
OGFOD2	163.25	teNK
SYNPO2	3.75	teNK
C1GALT1C1	223.75	hNK
HAUS7	113.75	hNK
CFAP36	493.5	teNK
ALKBH8	628	teNK
MPP5	433	hNK
HNRNPH3	784	teNK
EID2	10.5	hNK
RND3	4.75	teNK
CCT8	1995	teNK
IPMK	362	hNK
RFC2	855.25	teNK
PHF13	136	hNK
EVPL	3.25	hNK
SH3RF1	76.5	hNK
SLC35E2B	328.25	hNK
SH3BP1	146.5	teNK
RBM14	348	hNK
SNX17	550.5	hNK
SGTA	370	hNK
ZNF408	196.5	hNK
MAP4K4	3585.25	teNK
NPM3	214.75	hNK
ALDH3B1	7.5	teNK
IKBKG	514.25	hNK
RBM8A	350	hNK
ZNF195	604	teNK
ZNF519	604	teNK
ZNF2	44	hNK
HNRNPK	9550	teNK
CMTM7	329	hNK
ARL11	17.25	hNK
PRKCE	78.25	teNK
HSPB11	22	hNK
UBE3C	1002.25	hNK
TIAM2	1750.5	teNK
XPO7	2671.5	teNK
NDUFB10	285.5	hNK
TMEM171	11.75	teNK
TUBGCP5	785.25	teNK
TIMM8B	161.25	hNK
DICER1	1842.5	hNK
VPS11	656.75	hNK
CWF19L1	205	hNK
ANKRD52	718.25	hNK
ENPP5	201	teNK
MDGA1	2.75	teNK
FKBP2	73.75	hNK
PSMA4	770.5	hNK
COASY	122.5	hNK
ANAPC13	118.25	teNK
ASAP2	222.75	hNK
GBP6	5.5	teNK
NPTXR	4.75	hNK
GTF2IRD1	3.25	hNK
FGD1	2.25	hNK
KLF7	1203	teNK
IFITM1	14.75	teNK
IFITM2	14.75	teNK
IFITM3	14.75	teNK
WDR92	123	hNK
HAT1	652.25	teNK
LAPTM4B	19.75	hNK
FITM2	83.5	hNK
KLHL5	321.25	teNK
DUS1L	407.75	teNK
TERF1	898	teNK
CSNK2A1	168	hNK
CSNK2A3	168	hNK
HS3ST1	2.75	hNK
MRPL22	111.25	hNK
SPEF2	15	hNK
IMPA1	990.75	teNK
FRMD4A	465.75	teNK
BBS1	19.5	hNK
OPA1	1845.5	teNK
MTHFD2L	61.75	hNK
TMEM181	168	hNK
CCDC80	5	hNK
OGFR	662.5	teNK
FRA10AC1	151	teNK
ZNF34	113.25	teNK
PCYT1B	10.25	teNK
DNASE1L1	91.25	hNK
APOL1	10.25	hNK
APOL2	10.25	hNK
APOL3	10.25	hNK
APOL4	10.25	hNK
LRRC47	927.75	teNK
MYH11	2.75	hNK
ERCC2	336	hNK
EHBP1	92.25	hNK
REC8	4	teNK
PFKFB1	66.75	teNK
SNAPIN	478.5	hNK
NMNAT1	42	hNK
CHCHD3	700.5	teNK
PERM1	7.25	teNK
ATP1A2	13	teNK
DNAJC18	357.5	teNK
UQCRFS1	768.5	teNK
NDUFAF1	105	hNK
PEF1	275	hNK
ZNF551	36.25	hNK
RAB17	29.75	teNK
KCNJ2	9.5	teNK
NDUFB5	487	hNK
LDLRAD1	4.25	hNK
MYDGF	145	hNK
CKAP4	8	teNK
PDCL	528	hNK
ANKRD61	6	hNK
SSR4	354.75	hNK
TBK1	1831.75	teNK
CYC1	227.5	hNK
RTTN	710.25	hNK
OMA1	305.75	teNK
PCDHGA9	9.75	hNK
MS4A8	6	hNK
ERAL1	154.25	hNK
FOPNL	401.5	hNK
TMEM18	249.75	teNK
SLC7A6	241.25	hNK
RSPH9	4	hNK
MYD88	492.5	teNK
FAM131B	3.75	teNK
CXCL16	5.75	teNK
GNPAT	849.5	teNK
KIAA1958	189.75	hNK
LMNB1	939.5	teNK
ADGRG3	12.5	hNK
RPL27	928.75	hNK
MRPL20	128.25	hNK
RGS10	94.25	hNK
ARMCX1	3.75	teNK
USP39	381.75	hNK
CAB39L	662.5	hNK
GLIPR1	1054.75	hNK
SIDT2	1877	hNK
PLEKHA3	846.25	teNK
GSTCD	160.25	hNK
ZNF845	230	teNK
RCHY1	1207.25	teNK
IFI16	4.75	hNK
HS6ST1	128.5	hNK
TAF8	378.5	hNK
CPNE5	7	teNK
TMEM68	500	teNK
SLC9A5	17.25	teNK
FAM169B	18	hNK
ANKRA2	642.5	teNK
FAM172A	1363.75	teNK
MRPL44	83	hNK
PPHLN1	525.5	hNK
CTDSPL	9.5	teNK
AGGF1	1333.75	teNK
HDGFL3	18.25	hNK
XPO1	4473	teNK
SELENBP1	10.75	teNK
CERS3	7	teNK
ENG	11.25	teNK
PLXNB3	9.25	teNK
SLC30A9	902.25	teNK
DNAJC12	44	hNK
TRAT1	9.5	teNK
SSH2	6653.25	hNK
PIGL	127.5	teNK
NRG2	4.5	teNK
TMEM168	686.75	hNK
TXNL4B	61.5	hNK
DDX42	1255.5	hNK
FAM228A	2.75	teNK
CDC42EP2	6	hNK
PEX16	138	hNK
TMEM123	2969.25	hNK
MMP16	249.5	teNK
HDHD2	117.5	hNK
HPRT1	1241	teNK
HDGF	624.5	hNK
NKD1	28.25	teNK
ZIK1	20.5	hNK
ZBTB1	2942.25	teNK
PTPN3	104	teNK
ZNF34	50.5	teNK
RINT1	344.75	hNK
DDX6	4265.5	hNK
LRP5	144	teNK
LRP5L	144	teNK
METTL4	543.5	hNK
PARK7	343.5	hNK
THEM4	34	hNK
GRIN2D	6.75	teNK
RAD1	139.25	hNK
OGA	3050.5	hNK
ZNF518B	99.5	hNK
PRKX	2934	teNK
NOL7	650.5	hNK
SNORA61	2.75	teNK
LSM14B	428.25	hNK
ZCRB1	653.25	teNK
CAMKK1	80.5	teNK
DPP3	658.25	teNK
C11orf94	22	hNK
AGTRAP	1027.5	teNK
MRPL14	30.75	hNK
RAB44	3.25	teNK
POLR2D	182	hNK
ITCH	4105	teNK
MORN2	6	hNK
GLRX5	135.25	hNK
AHCY	94.25	hNK
STAM2	820	teNK
DMAC2	353.25	teNK
ELOVL1	609.5	hNK
PTPA	543.5	hNK
ZHX1	1549	teNK
GAB3	1369.75	teNK
ERMARD	155.25	hNK
HADHA	1443.75	teNK
TMPO	3117.75	teNK
FAM228B	5.5	teNK
ZBTB8A	77.5	hNK
A3GALT2	22	hNK
NUP37	90	hNK
RAD23B	1024	hNK
QRSL1	105.25	hNK
RNU6-965P	9.75	hNK
DIPK2A	995	hNK
PLPP1	3.75	teNK
RABEP2	945	teNK
PEX7	182.75	teNK
NSRP1	824.25	teNK
MAP3K4	1231.25	teNK
MRPL28	115.25	hNK
KPNA3	1472.5	hNK
POMC	13.25	teNK
FGF10	15.5	teNK
CHMP4B	1604.5	hNK
ATRN	524	hNK
PTCH1	609	teNK
C15orf65	50	teNK
DACH1	5	teNK
ILF3	1509.5	teNK
ARHGDIB	8431	teNK
MROH1	860	hNK
ZBTB44	1392.75	hNK
SUPT20H	2790	teNK
SAMD10	103.75	hNK
RHPN2	6	hNK
ANAPC4	787.75	hNK
YIPF3	449.75	hNK
SDC1	2.75	hNK
GIPC2	10.5	teNK
SIRT4	34.75	teNK
MVK	32.75	hNK
RAB28	344	teNK
C17orf107	10.5	teNK
GAS2	50.25	hNK
SKA1	59	teNK
RPS6KA4	300.25	hNK
SPSB2	17	hNK
COIL	108.75	hNK
CYFIP1	698.75	teNK
PARP4	2332.75	hNK
HEXA	323.5	teNK
ALKBH6	148.25	hNK
NAPSA	180.25	teNK
SBF1	3687.75	teNK
TRIP13	45	hNK
NAGLU	130	hNK
AGPAT5	164.5	hNK
TIMM22	82.75	hNK
AOC2	50.25	hNK
SBF2	25	hNK
CDK20	4	hNK
NCBP2	244.75	hNK
MYCBPAP	11.25	teNK
FAH	33.75	teNK
CAPNS1	2456.75	teNK
TINCR	32	hNK
RCAN1	44.25	hNK
ELAC2	266	hNK
TMEM176A	35.5	hNK
ZNF34	465.5	teNK
TGM2	18	teNK
FOXC2	4.25	teNK
RHNO1	153	hNK
ADAMTS18	3.5	teNK
DLEC1	5.5	teNK
INTS1	1385	teNK
KANSL1	3005.75	teNK
FAM221B	7.25	teNK
TRIM25	507.5	hNK
SMIM8	51.75	hNK
TMEM170B	496.5	teNK
MICU3	112.75	hNK
MPDU1	235.5	teNK
SNORD104	401.75	teNK
HLA-A	2.75	teNK
HLA-B	2.75	teNK
HLA-C	2.75	teNK
HLA-E	2.75	teNK
HLA-F	2.75	teNK
HLA-G	2.75	teNK
SPATA2L	104.75	teNK
BAG4	441.75	hNK
SLC25A28	153.25	hNK
DTWD2	60.75	hNK
SELENON	745.75	hNK
C16orf91	149	hNK
UNC119B	1098	teNK
SNRPN	2.75	teNK
ATP6V1G3	21.75	teNK
DCP1A	1280.25	teNK
UBTD1	37.25	hNK
EPS15	3413	teNK
MAP7	10	hNK
DNAJC11	349	hNK
MUC6	2.75	teNK
CUL1	1733.25	hNK
FSCN1	6.75	teNK
MRPL27	85.75	hNK
SLC27A5	7.75	hNK
HIST1H2BL	258.25	teNK
MTERF1	46.75	hNK
MZB1	8	teNK
NAA20	177.5	hNK
CYLD	3526.25	teNK
TMEM53	16	teNK
ZRANB3	93	teNK
C3orf14	173.75	hNK
CCNF	113.75	teNK
ACAD8	183.25	teNK
PSMA6	696.5	hNK
IGF2BP2	3.75	hNK
SMOC1	3.5	hNK
POMP	344.5	hNK
IGF2BP3	2.25	hNK
RAB5B	679.75	teNK
PTGR1	24.75	teNK
ZNF429	137.75	teNK
ZPR1	453.75	hNK
OPRL1	2.75	hNK
SUSD2	14.5	teNK
SLC25A25	337.25	teNK
CHMP2B	393	hNK
HSF4	128.5	hNK
RNF103	979.75	teNK
GALK2	361.5	teNK
CDC45	142.5	teNK
USP36	420.75	hNK
MRPS18A	182	hNK
FNDC11	4.5	hNK
POLR3K	386	hNK
MRPS12	36.5	hNK
NOCT	40.5	hNK
NFKBIL1	54	hNK
TSPYL2	408	teNK
SLC25A16	338.5	teNK
RFT1	99.5	hNK
COG7	155.75	hNK
SGF29	233.75	hNK
PKD1L2	17.5	hNK
CLEC16A	1038	teNK
ELF2	2440.25	teNK
MICALL2	2.75	teNK
C18orf32	755.5	teNK
SUPV3L1	185.5	hNK
NAT8L	2.5	hNK
RN7SKP299	14.5	hNK
APOO	30.5	hNK
TMEM143	37.5	hNK
CRTC2	732.5	teNK
SCARNA22	17.5	teNK
MUTYH	92.75	hNK
KCTD6	122	hNK
IRGM	232.5	hNK
NDST2	291.5	hNK
SLC39A8	37.75	hNK
MGAT1	1113.75	teNK
GZMB	5.75	hNK
KDELC1	12	hNK
NDUFA11	154.75	hNK
SLC45A3	2.5	teNK
ERI3	217.75	hNK
MMAB	48.5	hNK
CCDC30	12.75	teNK
TBL1XR1	2250.75	hNK
RNU6-837P	37	teNK
CAMLG	188	hNK
TCEANC	132.25	hNK
RXYLT1	203.5	hNK
COL23A1	2	hNK
DACH2	6.5	hNK
NR2C1	128.25	teNK
NPEPL1	435.75	teNK
PTPRU	2	hNK
FNBP1L	31.25	hNK
PLXDC2	8.75	hNK
PNPO	129.5	hNK
WDR70	245.25	hNK
NIF3L1	136.25	hNK
NSD3	5229.25	hNK
TMEM176B	32.5	hNK
UQCRC2	697.25	hNK
VPS51	29	hNK
NDEL1	1041	teNK
CXorf40A	74.75	hNK
CXorf40B	74.75	hNK
PYM1	242.25	teNK
VDR	5.75	hNK
TTC30A	34.5	hNK
TTC30B	34.5	hNK
ITGB3	873.5	hNK
IFIT3	13	teNK
ARMCX5	402.25	teNK
MIR1282	25	teNK
G6PC3	130.25	hNK
NUDT9	220.75	hNK
UHRF1BP1L	1310	hNK
PSMG1	73.5	hNK
PDE3B	3061	hNK
SNORD127	15	teNK
ADGRA3	82.25	teNK
APPBP2	882	hNK
GBP5	451.5	hNK
DUSP8	8.75	teNK
CTDP1	649.5	hNK
FXR2	851.25	teNK
ZBTB4	777	hNK
EFCAB14	1348.75	teNK
DCAKD	141.5	hNK
CNPY4	271.25	teNK
ZNF277	774.5	teNK
ZFAND2B	168.75	hNK
SLC33A1	322.5	hNK
RDH5	21.75	hNK
YIPF4	904.5	teNK
PPFIBP2	9	teNK
STX1A	2.5	hNK
AMACR	48	teNK
MRPL1	265.75	hNK
TMEM8B	26.75	hNK
PHLDB3	121.75	teNK
GID8	580	hNK
EHMT1	886.5	hNK
POFUT2	202	hNK
HOXA5	14	teNK
CHML	159.75	hNK
PON3	93.25	teNK
TAF3	588.25	hNK
ZNF429	37	hNK
FAM20C	4.5	teNK
NHLRC3	310.75	hNK
KIAA1522	8	hNK
CBX8	92	hNK
MORF4L1	3350.25	teNK
IFT80	308.25	teNK
BTNL9	3.5	teNK
UBA1	3041.25	hNK
ADAM30	6.25	teNK
FAM71F2	9.25	hNK
PIH1D1	168.25	hNK
POLE2	113.5	teNK
SMIM40	2.75	teNK
ZNF536	3.25	teNK
FAM214B	243	teNK
LDHA	3216	teNK
GTPBP1	801.75	hNK
RABEP1	2118.75	teNK
THOC6	91.25	teNK
G0S2	7.25	teNK
SFSWAP	1730.5	teNK
PLEKHA6	34.25	teNK
IGSF6	3.25	teNK
TM4SF1	2.5	teNK
CCDC186	1420.5	teNK
PRODH	83	hNK
GALNT5	2.75	teNK
BCKDHA	171	hNK
NPHP1	3	hNK
ELOVL6	1041.25	teNK
HSF1	396.25	hNK
TMEM38A	10.5	hNK
AGAP2	1144.75	hNK
CHCHD2	967.25	teNK
PLXNA2	2.75	teNK
PLCE1	3.25	teNK
LSM14A	3049.25	teNK
HDAC11	12.25	hNK
HACD1	9.75	hNK
ATP2A2	2061.5	teNK
TOGARAM2	2.5	teNK
BST2	42.25	hNK
CHCHD6	9.75	hNK
POLR2I	186.25	hNK
LILRA4	2.5	teNK
LILRA5	2.5	teNK
LILRA6	2.5	teNK
LILRB3	2.5	teNK
LILRB4	2.5	teNK
LILRB5	2.5	teNK
OTUD3	72.25	hNK
TOP3B	1092.25	teNK
CSTF2T	757.25	hNK
TEX10	776	hNK
ARL8B	985.5	hNK
SLC25A26	49.75	hNK
VCPKMT	127.75	hNK
CCDC73	5.75	hNK
FECH	384	hNK
SCARNA14	7.75	hNK
LIAS	260.25	hNK
LRRC4	3.25	teNK
EIF4E3	338	teNK
TEF	338.25	hNK
GATA3	1096	hNK
ECD	493.5	hNK
AMOTL2	2.5	teNK
MED18	90.75	hNK
TRIP4	1320.25	teNK
RAB2B	203.5	hNK
RXRB	426	teNK
ABCB10	253.25	hNK
SPAG8	4	hNK
TRIOBP	969.75	teNK
FAM192A	568.5	hNK
ATF1	682.75	hNK
ARHGDIA	2888	hNK
RENBP	9	hNK
ZDHHC7	430.25	teNK
SGCE	8.75	teNK
THSD1	18.75	hNK
DOCK3	2.75	hNK
MYL6	2925.75	hNK
C9orf152	8.25	teNK
TSBP1	2.75	teNK
ATP9B	888	hNK
CDC42BPG	101.5	hNK
PFDN6	131.5	hNK
FBXO27	43.75	teNK
ZNF428	2	hNK
TTC17	1334.5	teNK
FBXO48	68.5	teNK
UBE2Q1	1589.75	teNK
AASDH	166.5	hNK
CFAP54	9.75	hNK
CD46	176.5	teNK
EIF2AK4	311.25	hNK
PTP4A1	24	teNK
C16orf87	439.5	teNK
ARL17A	212.75	hNK
ARL17B	212.75	hNK
MFSD4A	12.25	teNK
PEX11B	58.5	hNK
DIMT1	118.75	hNK
FRRS1	352.75	teNK
BRI3BP	57.5	hNK
AKIP1	53	hNK
KRTCAP3	76.25	hNK
ENGASE	153.25	teNK
DFFB	243	teNK
PTPRA	1321.25	hNK
CNIH4	156	hNK
HMBS	79.5	hNK
MACO1	717.5	hNK
SART1	1321	teNK
SNORD7	13.5	hNK
RABL2A	14.5	hNK
RABL2B	14.5	hNK
EXTL2	55.75	teNK
C9orf64	313.75	hNK
LTBP2	4	teNK
PRPF3	439	hNK
CYB5B	833.25	teNK
SAMD8	436	teNK
ABHD14A-ACY1	85.75	teNK
ACY1	85.75	teNK
TMED7	3089	teNK
HMGN3	2.5	teNK
ALAS1	234.5	teNK
MRPL21	184	hNK
ATRIP	215.75	hNK
SNX1	824.5	hNK
CTGF	2.75	teNK
SNORA69	8.75	hNK
TBC1D10B	708.25	hNK
SLC25A47	8.5	hNK
EPHB2	5.25	teNK
POLR2H	79.25	hNK
APMAP	249.75	hNK
CLCC1	432.25	hNK
NCOA7	510.25	teNK
SENP6	2405.25	hNK
AP3S2	231.5	hNK
BRCA1	296.25	teNK
FANCL	205.25	hNK
NUP85	644.5	teNK
EXOSC10	991	hNK
CNPY2	78.75	hNK
PLAC8L1	2.25	hNK
ADORA2B	2.5	hNK
PCDH17	4.25	teNK
SEPHS1	400.5	hNK
SAMM50	368.75	hNK
CHM	1233.5	teNK
POLR3F	819.5	teNK
LSM7	96.25	hNK
SNX25	546.75	teNK
CCDC14	75.75	hNK
WDR55	121.25	hNK
FNDC3B	172.25	hNK
MFF	1226.25	teNK
RNF181	745	hNK
VPS41	1376.75	teNK
IPO8	1253.75	hNK
UMAD1	265.75	teNK
ATF6	1175.75	teNK
PHC1	414.25	teNK
GATC	154.25	teNK
SLC25A14	119.25	teNK
SNORD53	14.5	hNK
NDUFB9	139.5	hNK
PPP1R3F	14.75	hNK
C19orf24	45	hNK
ACBD3	1495.25	teNK
SERP2	14.25	hNK
ALKBH2	155.5	teNK
CNOT10	544.25	hNK
TRMT112	275.75	hNK
C16orf70	308.75	hNK
SPATA7	19	hNK
MRPL36	192.5	hNK
HILPDA	77	teNK
TMEM159	81.75	hNK
TPRA1	333	teNK
GPR3	2.75	teNK
SMURF2	1678	teNK
GTPBP10	145.75	hNK
DIABLO	140.5	hNK
JAZF1	53.25	teNK
SMIM4	46.75	hNK
ZNF18	190.25	hNK
ATG16L1	1255.75	teNK
PCCB	96	hNK
PARP14	2511	teNK
HIRIP3	98.25	hNK
INPP5D	4700.25	teNK
EPHA3	2.5	teNK
TXNDC9	618.25	hNK
PLEKHB2	951.25	teNK
TAS2R60	4.75	hNK
AP2A1	659.75	hNK
BCL6B	2.5	teNK
C6orf47	140.5	hNK
CLDN23	6.5	teNK
MIB2	303.25	teNK
PASK	57	teNK
COPE	681.75	hNK
PHYHD1	17.75	teNK
NUP58	875.25	teNK
IQCC	92	hNK
ILF2	502	hNK
NDUFA10	969.75	teNK
ZNF845	1001.25	teNK
DOCK10	8499.75	teNK
IFT22	37.75	teNK
RNASEK	5	hNK
LRRC29	58.25	hNK
PPM1A	1842	teNK
PKD2	6.25	hNK
IDS	983.25	hNK
NANP	16.5	hNK
HSPA12B	11.5	hNK
RNLS	9.25	hNK
MARCH2	523.25	hNK
MAP3K10	85.5	hNK
ARHGEF9	4	hNK
KEL	2.75	teNK
MCM2	494.75	hNK
ZNF429	130.75	hNK
